date,value
2021-06-25,21.936771027040393
2021-06-28,22.24186596116189
2021-06-29,22.45586179509591
2021-06-30,23.562397755982744
2021-07-01,22.75638529749442
2021-07-02,22.185351201897884
2021-07-05,22.197718762135143
2021-07-06,21.193076734602776
2021-07-07,21.976039691150916
2021-07-08,21.93553995943962
2021-07-09,22.196327282422445
2021-07-12,23.211557147497984
2021-07-13,22.68860902614318
2021-07-14,22.833297985480883
2021-07-15,23.557616486615785
2021-07-16,23.378894213943457
2021-07-19,25.0846833810376
2021-07-20,24.635803529770772
2021-07-21,25.88864070720607
2021-07-22,25.50800321834148
2021-07-23,25.212370127949058
2021-07-26,24.153165436410905
2021-07-27,23.447068233320234
2021-07-28,24.134725794397504
2021-07-29,24.12117892025374
2021-07-30,24.441966882298516
2021-08-02,25.158460983573484
2021-08-03,25.501405614466897
2021-08-04,26.915183167702118
2021-08-05,26.537690592374563
2021-08-06,25.118332643445406
2021-08-09,24.96939519965844
2021-08-10,25.87011968367927
2021-08-11,24.72712467924434
2021-08-12,24.096467893468333
2021-08-13,23.930616870352427
2021-08-16,23.73107971250221
2021-08-17,23.03139649989472
2021-08-18,23.432934894150172
2021-08-19,23.135798748999115
2021-08-20,22.313893633513437
2021-08-23,22.57679207641985
2021-08-24,23.155054942667363
2021-08-25,23.909145699911228
2021-08-26,23.299778708820405
2021-08-27,23.922339946962023
2021-08-30,24.069528338263858
2021-08-31,24.55091914411447
2021-09-01,25.12093462813507
2021-09-02,25.950807922956987
2021-09-03,26.326361060304816
2021-09-06,25.988936686404074
2021-09-07,27.229130954579173
2021-09-08,25.725513410175505
2021-09-09,25.40386205174101
2021-09-10,25.694970204332513
2021-09-13,25.63963664023172
2021-09-14,26.56241372918222
2021-09-15,26.710885015844266
2021-09-16,26.58842702439006
2021-09-17,26.73884836578191
2021-09-22,25.74824508682234
2021-09-23,26.10873262494544
2021-09-24,25.858921760934873
2021-09-27,25.83920833811366
2021-09-28,24.69237761471732
2021-09-29,24.109297607501535
2021-09-30,25.055018700709432
2021-10-08,25.42952704433059
2021-10-11,25.719603406475432
2021-10-12,25.20710161888655
2021-10-13,25.506932428667326
2021-10-14,26.260042526245254
2021-10-15,27.067647617519654
2021-10-18,26.770122842441246
2021-10-19,27.866901788523112
2021-10-20,27.903951086881374
2021-10-21,28.133320744002788
2021-10-22,27.9397670030465
2021-10-25,28.530294962404135
2021-10-26,28.962607740837253
2021-10-27,27.91376512068371
2021-10-28,26.96629730332436
2021-10-29,27.59473199274911
2021-11-01,26.426296989145115
2021-11-02,26.520331945061493
2021-11-03,25.830093410505818
2021-11-04,26.586293422477357
2021-11-05,25.929405652421412
2021-11-08,27.81888135255397
2021-11-09,28.25358347762792
2021-11-10,28.25371997501356
2021-11-11,30.748973106578738
2021-11-12,30.048398175909252
2021-11-15,30.302417082754673
2021-11-16,30.946695219141198
2021-11-17,31.045172924613663
2021-11-18,31.724663438873257
2021-11-19,30.837100734917367
2021-11-22,29.5856190983687
2021-11-23,30.395206953907827
2021-11-24,30.581183318618987
2021-11-25,30.6015383605013
2021-11-26,30.872631258887505
2021-11-29,32.24073785509927
2021-11-30,31.829339207621565
2021-12-01,30.9598549577095
2021-12-02,30.430084407239868
2021-12-03,29.28228235830792
2021-12-06,29.03785303635813
2021-12-07,28.976015751443775
2021-12-08,29.941358042674636
2021-12-09,30.56877030634144
2021-12-10,30.89593441581464
2021-12-13,30.327154479620354
2021-12-14,29.72896068753066
2021-12-15,29.584944728868724
2021-12-16,29.286344308971636
2021-12-17,28.373995141356367
2021-12-20,27.359790564581267
2021-12-21,28.59996532480458
2021-12-22,28.649607192190697
2021-12-23,29.034581256735038
2021-12-24,29.62612729007561
2021-12-27,29.647982934411644
2021-12-28,29.936106391936114
2021-12-29,28.879795705644227
2021-12-30,29.784117078877003
2021-12-31,29.58314631932093
2022-01-04,27.764745719529294
2022-01-05,26.767012322615624
2022-01-06,26.619658305319316
2022-01-07,27.113324400642625
2022-01-10,27.334736286271834
2022-01-11,27.204951616732952
2022-01-12,27.64697736738939
2022-01-13,26.80712845616182
2022-01-14,26.30646573401858
2022-01-17,27.52447538139162
2022-01-18,27.97026884118441
2022-01-19,27.770950727068634
2022-01-20,28.33412854903323
2022-01-21,28.115581128255897
2022-01-24,28.76016861230457
2022-01-25,27.51134453015418
2022-01-26,27.858544582874757
2022-01-27,27.188585544836986
2022-01-28,27.020366751317383
2022-02-07,27.24276440319864
2022-02-08,27.151333050247594
2022-02-09,28.01406937222586
2022-02-10,26.784182885923368
2022-02-11,25.762411654850048
2022-02-14,25.66704789798957
2022-02-15,26.182219197239643
2022-02-16,26.339262384464046
2022-02-17,26.36111907896148
2022-02-18,26.684004543826532
2022-02-21,25.794247138581873
2022-02-22,25.291269042178
2022-02-23,26.33718684404558
2022-02-24,24.98414670242679
2022-02-25,25.280498374128957
2022-02-28,25.97979341837413
2022-03-01,26.06740811314463
2022-03-02,25.39031927454314
2022-03-03,24.582765223599743
2022-03-04,24.11564490656508
2022-03-07,22.877494405791033
2022-03-08,22.342769665169303
2022-03-09,21.884662066006477
2022-03-10,22.034466728616465
2022-03-11,21.12956171993059
2022-03-14,19.57001824299194
2022-03-15,17.573284750357555
2022-03-16,19.06481884308233
2022-03-17,20.50810602634745
2022-03-18,19.245090570182445
2022-03-21,19.538763818420968
2022-03-22,19.271462054859256
2022-03-23,19.637543350606034
2022-03-24,18.578710286411738
2022-03-25,16.01470771261495
2022-03-28,16.078284029596613
2022-03-29,16.280358270512686
2022-03-30,17.13656350165582
2022-03-31,16.023852051170053
2022-04-01,15.711899761343506
2022-04-06,14.888393374125663
2022-04-07,14.169085907697632
2022-04-08,14.440418196854864
2022-04-11,14.18879368728836
2022-04-12,13.760340142011929
2022-04-13,12.815982944881487
2022-04-14,13.903671383298576
2022-04-15,14.208980798394233
2022-04-18,13.883997821074544
2022-04-19,12.531973221439575
2022-04-20,12.047595739755156
2022-04-21,11.32569736716469
2022-04-22,11.200728241649728
2022-04-25,9.322380760814442
2022-04-26,9.730690637497364
2022-04-27,11.563422072746521
2022-04-28,11.29155223032523
2022-04-29,12.523026545457983
2022-05-05,11.291057394446158
2022-05-06,9.446770547348105
2022-05-09,9.389015226613108
2022-05-10,9.630090733427267
2022-05-11,10.069753940967562
2022-05-12,10.202359702961438
2022-05-13,10.293500770424725
2022-05-16,10.002751878119899
2022-05-17,11.400145298490937
2022-05-18,11.414288925977978
2022-05-19,11.786995126856393
2022-05-20,11.652936628568277
2022-05-23,11.376061378721714
2022-05-24,10.44313629414939
2022-05-25,10.322451595255245
2022-05-26,11.067211284103395
2022-05-27,11.283095486568918
2022-05-30,11.58287973540899
2022-05-31,13.035102063074945
2022-06-01,13.330096374766743
2022-06-02,13.630428961425212
2022-06-06,14.458077634952037
2022-06-07,16.737987963978608
2022-06-08,16.63356785553041
2022-06-09,16.479561758607673
2022-06-10,17.766341264731757
2022-06-13,16.0464743493808
2022-06-14,16.47444329516352
2022-06-15,16.83862298073995
2022-06-16,15.933778672174782
2022-06-17,16.408619571772178
2022-06-20,17.731910212242653
2022-06-21,17.974766141911978
2022-06-22,17.031560619263097
2022-06-23,17.83978204954728
2022-06-24,19.277847253294844
2022-06-27,19.777022984848557
2022-06-28,19.527817509989333
2022-06-29,18.413985071089776
2022-06-30,19.164347632238332
2022-07-01,19.180420923332207
2022-07-04,19.615283512899207
2022-07-05,19.663426254475503
2022-07-06,19.724387969348435
2022-07-07,20.07558342807132
2022-07-08,20.318630691345476
2022-07-11,19.053368954927752
2022-07-12,17.314143254338198
2022-07-13,17.797660842227625
2022-07-14,18.244905965850002
2022-07-15,18.274987449856983
2022-07-18,18.627355565100025
2022-07-19,18.252672264524584
